BLOC,POLARITÉ,PLANÈTE_1,PLANÈTE_2,TYPE_DONNÉE,VALEUR,INTERPRÉTATION,CE_QUE_TU_RECHERCHES,COMMENT_TU_VIS_L_AMOUR,DIFFICULTÉS,MOTS_CLÉS
Partenaire,"Femme, Homme",maitre_maison_5,Pluton,Aspect,Opposition,"Tu es attiré par la puissance, l'intensité, le mystère chez l'autre. Mais cette projection crée des relations de pouvoir. L'un domine, l'autre subit. Tes attirances réveillent tes blessures profondes. Tu cherches à travers l'autre ta propre transformation.",,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Partenaire,"Femme, Homme",maitre_maison_7,Soleil,Aspect,Conjonction,"Tu cherches un partenaire qui brille, qui a une présence solaire, quelqu'un dont tu peux être fier(ère). La relation est centrale dans ta construction identitaire — à travers l'autre, tu te découvres toi-même. Non intégré, tu peux t'effacer derrière un partenaire charismatique ou au contraire exiger que l'autre te mette en lumière. Intégré, vous formez un duo où chacun nourrit la lumière de l'autre sans s'éclipser.",Un lien où chacun met l’autre en lumière.,Vit la relation comme miroir identitaire.,"Dépendance affective, effacement de soi.",rayonnement; miroir; validation; dépendance
Partenaire,"Femme, Homme",maitre_maison_7,Lune,Aspect,Conjonction,"Tu cherches avant tout une sécurité émotionnelle dans le couple. Le partenaire idéal est quelqu'un de maternel, protecteur, qui crée un cocon. La fusion affective est forte — tu ressens les émotions de l'autre comme les tiennes. Non intégré, tu peux devenir dépendant(e) ou étouffant(e), cherchant dans le couple ce que tu n'as pas reçu enfant. Intégré, tu crées une intimité nourrissante où chacun peut se montrer vulnérable sans danger.",Quelqu’un de tendre et rassurant.,Vit l’amour dans le partage affectif.,Sur-adaptation émotionnelle.,tendresse; cocon; protection; fusion
Partenaire,"Femme, Homme",maitre_maison_7,Mercure,Aspect,Conjonction,"Tu tombes amoureux(se) par l'esprit. Le partenaire idéal est quelqu'un avec qui tu peux parler de tout, rire, débattre, apprendre. La complicité intellectuelle est non négociable. Non intégré, tu peux rester dans la tête et éviter l'intimité émotionnelle, ou choisir des partenaires brillants mais émotionnellement indisponibles. Intégré, la relation devient un dialogue permanent qui nourrit autant le cœur que l'esprit.","Un lien léger, bavard, stimulant.",Vit la relation comme une amitié amoureuse.,Risque de mentalisation ou d’instabilité.,communication; complicité; légèreté; curiosité
Partenaire,"Femme, Homme",maitre_maison_7,Vénus,Aspect,Conjonction,"Tu aspires à un amour beau, harmonieux, sans conflit. Le partenaire idéal est quelqu'un de doux, esthète, raffiné, qui cultive l'art de vivre ensemble. Tu as besoin que la relation soit agréable au quotidien. Non intégré, tu peux fuir les conflits nécessaires ou rester dans des relations ""jolies"" mais superficielles. Intégré, tu crées une relation où la tendresse et la beauté coexistent avec l'authenticité.",Un partenaire charmant et affectueux.,Vit l’amour avec élégance et équilibre.,Dépendance à la validation affective.,douceur; harmonie; beauté; affection
Partenaire,"Femme, Homme",maitre_maison_7,Mars,Aspect,Conjonction,"Tu es attiré(e) par des partenaires affirmés, dynamiques, qui ont du caractère. La tension sexuelle et l'énergie vitale sont essentielles dans ton couple. Tu as besoin de désir, de challenge, parfois de confrontation saine. Non intégré, tu peux attirer des partenaires agressifs ou entrer dans des dynamiques de compétition épuisantes. Intégré, la passion reste vive et vous vous stimulez mutuellement sans vous détruire.","Quelqu’un d’actif, vivant, entier.",Vit l’amour dans la passion et la confrontation.,"Conflits, rivalités.",passion; désir; intensité; tension
Partenaire,"Femme, Homme",maitre_maison_7,Jupiter,Aspect,Conjonction,"Tu cherches un partenaire qui t'élève, t'ouvre des horizons, te fait grandir. L'autre est vécu comme un guide, un mentor, quelqu'un que tu admires. Tu as besoin d'expansion à travers la relation — voyages, projets, vision commune. Non intégré, tu peux idéaliser l'autre au point de ne plus voir ses défauts, ou attendre qu'il te ""sauve"". Intégré, vous grandissez ensemble, chacun étant le tremplin de l'autre.","Un lien stimulant, inspirant, optimiste.",Vit l’amour comme aventure et croissance.,"Excès d’attentes, déception.",idéal; enthousiasme; foi; expansion
Partenaire,"Femme, Homme",maitre_maison_7,Saturne,Aspect,Conjonction,"Tu prends l'engagement au sérieux. Le partenaire idéal est quelqu'un de fiable, mature, structuré, sur qui tu peux compter dans la durée. Tu préfères la solidité à la passion éphémère. Non intégré, tu peux choisir des partenaires froids, critiques ou t'enfermer dans des relations par devoir plutôt que par amour. Intégré, tu construis une relation qui traverse le temps, fondée sur le respect mutuel et la loyauté.",Quelqu’un de mature et constant.,Vit l’amour comme un pacte solide.,"Froideur, peur de perdre.",loyauté; engagement; sécurité; responsabilité
Partenaire,"Femme, Homme",maitre_maison_7,Uranus,Aspect,Conjonction,"Tu as besoin de liberté dans le couple. Le partenaire idéal est quelqu'un d'original, indépendant, qui ne cherche pas à te posséder. Les relations conventionnelles t'ennuient — tu as besoin de surprise, de stimulation, d'espace. Non intégré, tu peux fuir dès que ça devient trop stable ou attirer des partenaires imprévisibles qui te déstabilisent. Intégré, tu inventes une forme de couple unique qui respecte l'individualité de chacun.",Quelqu’un d’indépendant et original.,Vit la relation comme un espace de liberté.,"Ruptures, instabilité.",liberté; indépendance; surprise; innovation
Partenaire,"Femme, Homme",maitre_maison_7,Neptune,Aspect,Conjonction,"Tu rêves d'un amour absolu, fusionnel, quasi spirituel. Le partenaire idéal est quelqu'un de sensible, artistique, avec qui tu partages une connexion au-delà des mots. Tu cherches l'âme sœur au sens mystique. Non intégré, tu peux idéaliser l'autre au point de ne pas le voir tel qu'il est, ou t'oublier complètement dans la relation. Intégré, tu vis un amour profond et inspirant, les pieds sur terre et le cœur dans les étoiles.",Un lien d’âme inspirant.,Vit l’amour dans la foi et la compassion.,"Illusions, fuite, confusion.",rêve; compassion; fusion; spiritualité
Partenaire,"Femme, Homme",maitre_maison_7,Pluton,Aspect,Conjonction,"Tu es attiré(e) par des relations intenses qui te transforment en profondeur. Le partenaire idéal est quelqu'un de magnétique, entier, qui ne fait pas dans la demi-mesure. L'amour est vécu comme une mort et une renaissance. Non intégré, tu peux attirer des dynamiques de pouvoir, de jalousie ou de contrôle — ou les provoquer toi-même. Intégré, la relation devient un creuset alchimique : vous vous révélez l'un l'autre sans vous détruire.",Quelqu’un d’intense et profond.,Vit l’amour comme un lien karmique.,"Jalousie, emprise, contrôle.",intensité; pouvoir; transformation; loyauté
Partenaire,"Femme, Homme",maitre_maison_7,Lune Noire,Aspect,Conjonction,"Tu es fasciné(e) par ce qui est interdit, tabou, hors-norme dans les relations. Le partenaire peut être quelqu'un de magnétique mais insaisissable, ou des attirances qui dérangent ton image de toi-même. Non intégré, tu peux vivre des relations ambiguës, des triangles, des passions inavouables qui te font honte. Intégré, tu assumes tes désirs profonds sans culpabilité et attires des partenaires qui acceptent ton ombre.","Une relation magnétique, troublante.",Vit l’amour entre désir et rejet.,"Blessure d’âme, karma relationnel.",fascination; tabou; dualité; karma
Partenaire,"Femme, Homme",maitre_maison_7,Chiron,Aspect,Conjonction,"La relation amoureuse touche directement ta blessure fondamentale. Tu peux attirer des partenaires blessés que tu veux soigner, ou des partenaires qui réveillent tes propres failles. L'amour est indissociable d'une forme de douleur ou de vulnérabilité. Non intégré, tu répètes des schémas douloureux ou tu restes dans des relations ""infirmerie"". Intégré, la relation devient un espace de guérison mutuelle où la blessure partagée crée une intimité rare.","Quelqu’un de bienveillant, thérapeutique.",Vit l’amour comme guérison.,Rejoue la blessure de rejet ou d’abandon.,blessure; guérison; vulnérabilité; compassion
Partenaire,"Femme, Homme",maitre_maison_7,Nœud Sud,Aspect,Conjonction,"Tu attires des partenaires avec qui tu as un sentiment de déjà-vu, une familiarité immédiate. Ce sont souvent des liens karmiques — confortables mais potentiellement répétitifs. Non intégré, tu peux rester dans des schémas relationnels anciens par facilité, même s'ils ne te font plus grandir. Intégré, tu honores ces connexions profondes tout en restant libre d'évoluer au-delà des patterns du passé.","Quelqu’un de familier, déjà connu d’âme.",Vit l’amour comme retour d’un cycle ancien.,"Dépendance, répétition.",karma; passé; attachement; boucle
Partenaire,"Femme, Homme",maitre_maison_7,Nœud Nord,Aspect,Conjonction,"La relation est un chemin d'évolution majeur pour toi. Le partenaire idéal est quelqu'un qui t'emmène vers l'inconnu, qui te pousse hors de ta zone de confort. L'amour est apprentissage. Non intégré, tu peux fuir ces relations exigeantes ou ne pas reconnaître les partenaires qui te font vraiment grandir. Intégré, tu accueilles la relation comme une initiation et tu évolues profondément à travers l'autre.",Quelqu’un qui ouvre ton chemin de croissance.,,,
Partenaire,"Femme, Homme",maitre_maison_7,Soleil,Aspect,Carré,"Il y a une tension entre qui tu es et ce que la relation te demande d'être. Tu peux avoir l'impression de devoir choisir entre toi et le couple, ou ressentir le besoin de prouver ta valeur à travers ton partenaire. Non intégré, tu oscilles entre égocentrisme et effacement, créant des frictions récurrentes. Intégré, tu apprends à briller dans la relation sans t'y perdre ni écraser l'autre.","Un partenaire fort, inspirant, mais qui ne t’éclipse pas.",Vit l’amour entre admiration et compétition.,"Ego, fierté, lutte de pouvoir.",identité; pouvoir; compétition; affirmation
Partenaire,"Femme, Homme",maitre_maison_7,Soleil,Aspect,Opposition,"Tu projettes ta propre lumière sur le partenaire — tu le vois plus grand, plus brillant que toi, et tu attends qu'il incarne ce que tu n'oses pas être. Le couple devient un miroir de ton identité. Non intégré, tu peux te soumettre à des partenaires dominants ou entrer en rivalité avec eux. Intégré, tu reconnais ta propre valeur et choisis un partenaire complémentaire, pas un substitut de ton égo.",,,,
Partenaire,"Femme, Homme",maitre_maison_7,Lune,Aspect,Carré,"Tes besoins émotionnels et ceux de la relation semblent incompatibles. Tu peux te sentir en insécurité affective même dans un couple stable, ou choisir des partenaires qui ne répondent pas à tes vrais besoins. Non intégré, tu crées des crises émotionnelles pour tester le lien ou tu te fermes pour ne pas souffrir. Intégré, tu apprends à nommer tes besoins sans exiger que l'autre les devine.","Quelqu’un de sensible, mais autonome.","Vit l’amour dans les émotions, parfois trop fortes.","Dépendance, frustration émotionnelle.",tendresse; besoin; sécurité; vulnérabilité
Partenaire,"Femme, Homme",maitre_maison_7,Lune,Aspect,Opposition,"Tu cherches chez le partenaire la sécurité émotionnelle que tu n'arrives pas à te donner toi-même. L'autre devient ta ""maison"", ton refuge — ce qui crée une dépendance affective forte. Non intégré, tu peux attirer des partenaires maternants/paternants ou au contraire émotionnellement indisponibles. Intégré, tu crées un équilibre où chacun nourrit l'autre sans porter seul le poids émotionnel du couple.",Une relation douce et empathique.,Vit l’amour dans la tendresse et le partage.,Trop de confort ou de fusion.,douceur; loyauté; cocon; émotion
Partenaire,"Femme, Homme",maitre_maison_7,Mercure,Aspect,Carré,"La communication dans le couple est source de friction. Tu peux avoir l'impression de ne jamais être compris(e), ou de parler un langage différent de ton partenaire. Les malentendus s'accumulent. Non intégré, tu intellectualises les conflits au lieu de les ressentir, ou tu te tais par lassitude. Intégré, tu développes une vraie écoute et apprends à traduire ton monde intérieur de façon audible pour l'autre.","Un partenaire clair, à l’écoute.","Vit l’amour dans les échanges, mais peut mentaliser.","Instabilité, ironie, froideur verbale.",dialogue; maladresse; incompréhension; tension
Partenaire,"Femme, Homme",maitre_maison_7,Mercure,Aspect,Opposition,"Tu projettes ton intelligence ou ta façon de penser sur le partenaire. Tu peux être attiré(e) par des personnes très différentes intellectuellement — soit que tu admires, soit que tu veux ""éduquer"". Le dialogue est central mais parfois conflictuel. Non intégré, le couple devient un débat permanent ou un rapport prof/élève. Intégré, vous apprenez l'un de l'autre et vos différences mentales deviennent une richesse.","Un lien fluide, stimulant, curieux.",Vit l’amour dans le partage intellectuel.,Peut manquer de profondeur émotionnelle.,curiosité; dialogue; légèreté; compréhension
Partenaire,"Femme, Homme",maitre_maison_7,Vénus,Aspect,Carré,"Il y a un décalage entre ce que tu désires et ce que tu vis en couple. Tu peux être très attiré(e) par des personnes qui ne te conviennent pas, ou saboter les relations harmonieuses parce qu'elles te semblent fades. Non intégré, tu confonds intensité et amour, ou tu restes dans des relations déséquilibrées par peur de la solitude. Intégré, tu réconcilies tes valeurs profondes avec tes choix amoureux.",Un lien tendre mais vrai.,Vit l’amour avec passion et contradiction.,Peur de perdre ou de décevoir.,tension; beauté; dépendance; amour
